RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.27,0.19,0:04.47,0,104867,0,0
90,4.39,0.35,0:04.76,6333,109095,159537,77457
80,4.45,0.68,0:05.15,4098,110888,302391,268675
70,4.47,0.93,0:05.42,5059,110246,373909,357528
60,4.57,0.71,0:05.41,4523,116338,379175,374010
50,4.70,0.50,0:05.23,3409,115253,422126,383265
40,5.24,1.96,0:07.30,57582,273812,962540,909447
30,5.52,3.49,0:11.08,5972,1010585,2633843,2806235
20,5.63,4.35,0:12.64,7781,1072471,3081386,3301180
10,5.56,11.48,0:26.14,33915,2188789,6116288,7314854
5,5.91,8.45,0:26.86,4387,2511756,6177333,7618512
