RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.73,0.94,0:03.67,429,609846,86710,1971
90,2.67,2.94,0:05.62,156255,892537,534538,521887
80,2.64,3.01,0:05.65,155369,893427,534634,531545
70,2.56,3.08,0:05.64,168834,879964,534633,531543
60,2.51,3.13,0:05.65,168854,879947,534634,531553
50,2.63,2.98,0:05.61,174153,874651,534638,531563
40,2.58,2.89,0:05.47,144781,904027,534637,531566
30,2.56,3.09,0:05.66,171824,876985,534639,531559
20,2.57,3.16,0:05.73,170905,877908,534632,531558
10,2.66,2.84,0:05.50,163046,885769,534641,531579
5,2.81,2.59,0:05.40,181957,866860,534631,531565
