RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.76,1.12,0:08.90,92,678057,5098,3297
90,8.00,1.55,0:09.63,1963,687434,214595,79426
80,7.85,1.90,0:09.83,1916,687485,439485,82815
70,7.87,2.87,0:10.81,5386,694138,833365,156361
60,7.97,4.01,0:12.04,18624,694991,1253676,250584
50,8.01,6.97,0:15.35,68162,770250,2024688,1048125
40,8.08,8.46,0:17.24,90082,884434,2632523,1879897
30,8.07,10.93,0:20.41,157950,997512,3380724,3040559
20,8.39,11.80,0:22.44,167162,1060378,4038876,3796851
10,8.77,13.37,0:25.01,180951,1186841,4629667,4709463
5,8.94,12.44,0:23.60,184058,1359675,4413828,4143082
