RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.46,0.10,0:03.56,0,100590,0,0
90,3.46,0.57,0:04.03,38371,103960,51952,41486
80,3.45,0.70,0:04.16,50119,102683,68932,54279
70,3.47,0.95,0:04.43,74247,123711,90425,80329
60,3.45,0.91,0:04.37,72662,112294,81241,78465
50,3.54,1.12,0:04.67,91735,153983,112020,107259
40,3.56,3.40,0:07.53,163847,974977,594801,530736
30,3.62,4.47,0:08.80,252484,1130251,709292,773884
20,3.50,4.64,0:08.86,260959,1122198,709607,779195
10,3.86,4.50,0:09.10,266669,1173480,729599,815532
5,4.17,5.45,0:10.61,322593,1570679,815967,1238074
