RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.81,1.96,0:04.80,52623,652936,317002,152760
90,2.75,3.07,0:09.10,12,765872,1713223,1399935
80,2.62,3.99,0:09.84,12,765596,1993825,1407544
70,2.82,4.26,0:10.38,12,766870,2263421,1411221
60,2.88,6.19,0:14.95,246,957520,3430417,2526729
50,2.87,7.30,0:16.75,296,1003603,4220915,2794947
40,2.88,7.93,0:17.51,17,1006831,4512962,2822249
30,2.90,8.39,0:17.98,20,1008279,4815314,2825276
20,2.96,9.28,0:18.87,24,1004618,5074296,2831444
10,3.02,9.45,0:19.02,21,1005536,5311379,2827771
5,2.86,9.66,0:18.85,20,1003854,5274822,2829636
