RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.59,0.85,0:06.44,19,678260,943,659
90,5.58,0.89,0:06.48,32,689366,39205,11166
80,5.69,0.82,0:06.52,26,689375,81740,11435
70,5.66,1.00,0:06.67,68,698821,150115,24003
60,5.83,1.32,0:07.16,21752,741913,244591,83059
50,5.82,1.52,0:07.38,11945,833553,344806,163696
40,5.93,1.81,0:07.78,12084,972716,446529,302862
30,5.83,2.41,0:08.37,22094,1140966,560617,497270
20,6.11,2.19,0:08.49,2377,1225130,652661,584394
10,6.17,2.60,0:08.92,4770,1367315,708806,739426
5,7.08,2.59,0:09.80,5737,1442942,773842,809523
