RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,678619,799393.3,81736.45,105,1019.462,94.188,,,,
100,1,16522,26466.80,313.298,2,46.712,613.550,,,,
100,2,15289,24429.34,329.784,,,,,,,
100,3,16375,26333.80,421.612,,,,,,,
100,4,14994,23962.02,426.373,,,,,,,
90,0,689428,825429.0,126220.7,1883,14584.22,19.142,,,,
90,1,16439,25339.34,182.767,2,38.580,373.191,,,,
90,2,15834,25216.68,422.687,,,,,,,
90,3,14976,23565.37,575.994,,,,,,,
90,4,15271,23486.68,450.586,,,,,,,
80,0,689964,829209.5,102427.1,1922,15497.38,26.414,1,23624.16,0.000,
80,1,14590,23843.46,185.639,,,,,,,
80,2,13651,22966.26,211.551,,,,,,,
80,3,15991,25643.27,196.599,,,,,,,
80,4,15094,23789.39,2486.639,,,,,,,
70,0,721144,926423.1,2901189,10653,88743.34,3062.199,12,368855.8,72478221,
70,1,16180,26623.45,136.797,1,32.320,0.000,,,,
70,2,15513,25252.50,4037.719,,,,,,,
70,3,17611,27763.99,743.614,,,,,,,
70,4,16939,26234.33,160.998,1,11.106,0.000,,,,
60,0,769775,1228518,1532219,45781,333937.3,12889.40,14,397821.4,833713983,
60,1,16749,26487.19,512.441,,,,,,,
60,2,18424,28899.03,6215.548,,,,,,,
60,3,19344,30147.61,1469.666,,,,,,,
60,4,16514,25497.97,286.918,,,,,,,
50,0,907922,1686963,6404838,83818,668727.8,84417.91,25,730980.4,297801401,
50,1,19164,31115.17,326.557,,,,,,,
50,2,18371,30272.47,282.479,,,,,,,
50,3,18206,29349.84,809.600,,,,,,,
50,4,19021,30346.28,666.137,,,,,,,
40,0,1041404,2178148,4415800,125518,1064874,1003646,35,916120.3,532962196,
40,1,21535,36588.52,269.209,1,34.408,0.000,,,,
40,2,18379,29394.00,278.922,,,,,,,
40,3,21261,33067.24,876.680,,,,,,,
40,4,21099,32680.05,322.200,,,,,,,
30,0,1165055,2695011,502132.6,194744,1478680,2520515,46,776419.3,161825888,
30,1,19654,30614.86,237.648,5,57.348,148.403,,,,
30,2,21000,33694.79,346.198,,,,,,,
30,3,20718,30783.20,244.147,,,,,,,
30,4,20396,31303.09,265.917,,,,,,,
20,0,1260378,3055559,1744427,244330,1775114,1352072,63,982604.3,198574664,
20,1,20389,32543.02,303.457,1,33.346,0.000,,,,
20,2,20657,31985.96,731.184,,,,,,,
20,3,23322,34984.78,420.720,,,,,,,
20,4,22252,33504.65,917.709,,,,,,,
10,0,1376543,3640852,3664828,317513,2236744,891928.8,80,1075724,103572253,
10,1,19912,30392.37,769.790,,,,,,,
10,2,21384,31811.25,540.008,,,,,,,
10,3,21833,32989.04,303.703,,,,,,,
10,4,23431,33923.16,378.587,,,,,,,
5,0,1449115,3984749,5925705,343069,2507364,3472497,89,911508.7,31827722,
5,1,22442,34293.72,989.819,,,,,,,
5,2,22208,34400.82,344.946,1,34.630,0.000,,,,
5,3,23550,35515.05,2559.421,,,,,,,
5,4,23270,35896.59,4319.754,,,,,,,
