RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,678937,120
90,690222,1897
80,690587,1963
70,721922,10669
60,770750,45814
50,910055,83846
40,1044290,125532
30,1170356,194755
20,1267147,244343
10,1386297,317522
5,1458781,343088
