RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.37,0.16,0:02.86,0,101049,0,0
90,7.81,0.63,0:03.16,40903,101218,0,41720
80,7.43,0.76,0:03.10,52675,110202,0,56788
70,7.84,0.88,0:03.36,62552,117833,0,70725
60,7.95,1.09,0:03.47,75799,129202,0,87011
50,8.10,1.37,0:03.66,88798,174237,0,120753
40,9.48,4.08,0:05.33,192901,615301,0,422130
30,9.04,5.46,0:05.53,256915,810189,0,576586
20,8.96,6.11,0:05.80,262839,846210,0,604755
10,9.17,6.60,0:06.05,284556,921128,0,665144
5,9.16,7.13,0:06.24,365878,1028793,0,776121
