RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101298,0
90,142449,40922
80,163218,52701
70,180790,62575
60,205539,75823
50,265409,88819
40,832545,192912
30,1100853,256932
20,1143389,262866
10,1258189,284568
5,1513505,365885
