RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.59,0.21,0:04.19,0,101094,0,0
90,7.45,0.50,0:04.25,16916,106764,52289,41251
80,7.40,0.51,0:04.26,231,136008,79049,53114
70,7.48,0.35,0:04.23,496,102415,66865,58378
60,7.14,0.49,0:04.11,321,107957,69897,65574
50,7.52,0.89,0:04.52,23179,216397,133609,92814
40,7.72,1.62,0:04.96,22933,499152,476242,419907
30,7.71,1.81,0:05.09,1954,525631,524364,561467
20,10.00,3.43,0:07.20,294008,533773,534945,576717
10,8.14,1.84,0:05.32,580,535842,537154,586870
5,10.21,5.19,0:08.16,569494,556610,562856,623108
