RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,526200,91
90,949017,49223
80,949192,49137
70,948399,49218
60,1136050,92566
50,1184223,103068
40,1185018,103296
30,1185207,104697
20,1184978,104696
10,1183795,107019
5,1184045,103760
