RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.48,0.12,0:03.60,0,100590,0,0
90,3.53,0.89,0:04.42,43119,109269,64068,46717
80,3.49,1.05,0:04.55,50315,114048,72300,54908
70,3.49,1.25,0:04.74,59223,123721,79533,64578
60,3.56,1.25,0:04.82,64535,111009,74629,69798
50,3.61,1.49,0:05.11,74350,184548,119030,88344
40,3.89,4.17,0:08.29,157830,1130006,657125,465844
30,3.90,5.82,0:10.12,256915,1125555,709179,775952
20,3.75,5.83,0:09.99,247338,1135288,709334,778734
10,3.98,6.12,0:10.55,262798,1248350,744396,859142
5,4.19,7.44,0:12.26,318517,1579904,818275,1231695
