RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.33,1.03,0:08.38,103,677968,3260,2154
90,7.34,1.16,0:08.52,32,689362,132408,52503
80,7.32,1.43,0:08.79,26,689371,288482,54848
70,7.36,1.54,0:08.98,89,692615,501213,66682
60,7.36,2.55,0:10.17,19818,707092,881722,196189
50,7.64,2.57,0:10.50,12342,743789,1130297,520976
40,7.65,2.97,0:11.06,12143,791148,1166121,763539
30,7.66,3.01,0:11.09,22391,806324,1527599,1255581
20,7.51,3.14,0:11.21,1686,825180,1940261,1770012
10,8.07,3.60,0:13.24,3949,972803,2658096,2503592
5,8.95,5.02,0:15.72,14075,1079965,3041518,3043573
