RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.45,0.10,0:03.55,0,100590,0,0
90,3.49,0.59,0:04.08,42238,106972,61922,45811
80,3.49,0.67,0:04.17,50403,114660,72636,54983
70,3.47,0.79,0:04.27,58475,125250,80285,66107
60,3.48,0.80,0:04.28,63411,109906,73422,70060
50,3.53,0.98,0:04.53,73912,183664,118354,87503
40,3.82,3.14,0:07.18,157319,1111224,647824,454453
30,3.30,4.65,0:08.33,250803,1131669,709204,777055
20,3.60,4.36,0:08.34,252094,1130401,709253,778399
10,3.85,4.50,0:08.80,266237,1248215,744473,862379
5,4.13,5.33,0:10.08,317716,1577117,816250,1229125
