RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100604,64460.63,3285.594,,,,,,,,,,
100,1,594,743.155,2.086,,,,,,,,,,
100,2,346,580.069,5.673,,,,,,,,,,
100,3,368,494.780,2.131,,,,,,,,,,
100,4,393,531.178,2.616,,,,,,,,,,
90,0,149243,476845.5,161768.8,42238,382886.5,43214.68,2,61005.62,11572706,,48612,1663.414,102.143
90,1,1016,1269.454,3.098,,,,,,,,,,
90,2,261,470.247,1.400,,,,,,,,,,
90,3,111,141.507,2.800,,,,,,,,,,
90,4,3626,4138.022,378.806,,,,,,,,,,
80,0,165245,542910.8,276758.2,50403,440972.8,37993.50,3,94025.64,5175163,,61713,2614.868,104.955
80,1,1482,1830.599,1.810,,,,,,,,,,
80,2,219,419.505,1.617,,,,,,,,,,
80,3,1100,1493.285,3.824,,,,,,,,,,
80,4,967,1141.953,1.616,,,,,,,,,,
70,0,183690,599163.7,1414573,58475,482053.0,183293.1,4,143582.9,143011172,,74531,6867.232,3050.901
70,1,1684,2201.607,1.477,,,,,,,,,,
70,2,490,736.244,1.120,,,,,,,,,,
70,3,1444,1628.584,1.439,3,43.634,69.252,,,,,10,0.396,0.000
70,4,2031,2601.610,2.449,,,,,,,,,,
60,0,173313,602260.7,233476.7,63411,487130.1,64483.85,6,141776.2,48193135,,70681,6325.533,5426.568
60,1,1464,1847.800,2.261,,,,,,,,,,
60,2,351,617.557,2.218,,,,,,,,,,
60,3,696,932.315,3.652,5,52.747,11.823,,,,,9,0.419,0.000
60,4,708,717.299,1.552,,,,,,,,,,
50,0,257575,771840.3,5491660,73912,607844.7,32415.35,6,131581.0,118132262,,116179,13678.68,4399.481
50,1,1636,2041.913,2.279,,,,,,,,,,
50,2,247,462.808,1.588,,,,,,,,,,
50,3,1110,1450.871,2.593,,,,,,,,,,
50,4,900,1101.170,2.190,,,,,,,,,,
40,0,1268576,2844343,6846046,157319,1711536,966113.5,5,135248.1,201242459,,775007,461712.4,1222955
40,1,3275,4338.674,10.196,4,46.545,18.576,,,,,8,0.270,0.000
40,2,1002,1520.630,3.486,,,,,,,,,,
40,3,4515,5977.501,10.613,,,,,,,,,,
40,4,2704,3424.770,6.128,4,39.899,3.592,,,,,9,0.392,0.000
30,0,1382397,4033277,58587822,250803,2449120,1271596,7,114404.1,87794831,,966750,790776.1,1286525
30,1,1513,1925.197,3.127,2,18.597,14.445,,,,,4,0.122,0.000
30,2,387,886.021,8.037,6,81.785,56.643,,,,,18,0.679,0.000
30,3,1291,1700.794,1.926,,,,,,,,,,
30,4,1094,1460.288,3.391,,,,,,,,,,
20,0,1382529,4036411,177705469,252094,2450826,961312.9,7,106375.1,8056295,,967698,798846.3,1315543
20,1,2872,3656.097,6.473,3,50.556,31.189,,,,,8,0.403,0.000
20,2,587,1025.014,2.735,,,,,,,,,,
20,3,3464,4711.851,5.891,,,,,,,,,,
20,4,458,579.873,2.556,,,,,,,,,,
10,0,1514420,4374958,477948.2,266237,2628346,1576403,5,96861.96,1645698,,1086701,873097.4,1065936
10,1,3471,4554.901,5.846,,,,,,,,,,
10,2,549,931.530,1.703,,,,,,,,,,
10,3,5169,6874.520,46.216,4,36.319,6.777,,,,,9,0.473,0.000
10,4,2785,3298.210,3.392,4,36.165,8.609,,,,,7,0.227,0.000
5,0,1894924,5423610,12048785,317716,3099155,1518961,7,103068.9,1071475,,1522732,1209980,71470354
5,1,3191,3958.877,14.501,1,14.971,0.000,,,,,2,0.046,0.001
5,2,645,1316.067,6.697,,,,,,,,,,
5,3,3112,4152.261,17.825,,,,,,,,,,
5,4,833,1156.920,4.246,,,,,,,,,,
