RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.50,0.78,0:03.29,38,539271,0,286
90,2.47,2.23,0:04.73,34304,752261,0,266545
80,2.56,2.24,0:04.83,34289,752275,0,266759
70,2.62,2.15,0:04.80,34320,752256,0,267170
60,2.52,2.90,0:05.43,75547,919775,0,477637
50,2.38,3.23,0:05.63,85038,963688,0,526696
40,2.76,2.76,0:05.53,99303,949422,0,531478
30,2.70,2.74,0:05.46,86180,962545,0,531453
20,2.61,2.69,0:05.31,86238,962487,0,531475
10,2.60,2.78,0:05.39,87969,960757,0,531451
5,2.72,2.65,0:05.38,86327,962399,0,531469
