RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.91,0.15,0:01.61,0,100476,0,0
90,4.11,0.30,0:01.77,1446,140460,44778,41618
80,4.07,0.38,0:01.80,2045,151625,57746,52012
70,4.17,0.39,0:01.85,2395,161719,72661,63636
60,4.24,0.41,0:01.89,4370,169416,75464,72602
50,4.71,0.70,0:02.14,26051,208363,106057,100600
40,5.27,2.04,0:02.80,6507,1000520,497438,480215
30,5.31,3.09,0:03.23,7957,1337181,685951,731476
20,5.31,3.12,0:03.28,351,1375558,706001,767757
10,5.72,3.12,0:03.43,133,1382591,709357,775113
5,5.54,4.04,0:03.94,4701,1389067,717864,783393
