RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,104905,67515.71,5748.219,,,,,,,
100,1,1468,1852.673,2.923,,,,,,,
100,2,1084,1367.954,2.073,,,,,,,
100,3,1148,1349.893,1.697,,,,,,,
100,4,1222,1506.142,2.495,,,,,,,
100,5,1167,1412.884,2.870,,,,,,,
100,6,494,606.980,1.645,,,,,,,
90,0,144643,237717.4,209684.0,22081,148345.3,334.519,1,11772.87,0.000,
90,1,1877,2328.530,2.190,,,,,,,
90,2,1521,1849.324,1.660,3,20.518,1.970,,,,
90,3,1451,1751.041,2.036,,,,,,,
90,4,1097,1310.262,1.723,,,,,,,
90,5,1087,1411.432,3.836,,,,,,,
90,6,368,462.384,1.853,,,,,,,
80,0,174868,445759.1,109121.2,50381,341088.4,1001.265,3,38441.29,481318.7,
80,1,1852,2265.191,2.160,,,,,,,
80,2,838,1138.459,3.269,7,51.946,1.295,,,,
80,3,1235,1674.239,5.982,2,17.089,10.993,,,,
80,4,749,869.295,1.278,,,,,,,
80,5,1553,2020.020,2.386,,,,,,,
80,6,1216,1495.630,1.432,2,17.110,4.792,,,,
70,0,181956,547913.3,190666.4,64376,436232.9,4661.278,5,63991.01,2915260,
70,1,1456,1861.082,2.695,,,,,,,
70,2,1119,1442.449,3.893,7,57.226,16.330,,,,
70,3,1062,1351.860,3.324,,,,,,,
70,4,376,415.230,0.883,,,,,,,
70,5,1799,2372.012,2.210,,,,,,,
70,6,1378,1615.923,1.746,,,,,,,
60,0,207674,613334.5,201187.8,73042,489375.1,27044.17,5,43151.89,9165813,
60,1,1461,1762.204,1.452,,,,,,,
60,2,1728,2546.615,29.858,6,39.559,1.053,,,,
60,3,1173,1370.269,1.256,,,,,,,
60,4,1126,1382.414,3.221,,,,,,,
60,5,560,719.970,2.602,,,,,,,
60,6,224,329.340,2.409,13,81.741,0.527,,,,
50,0,301764,710472.6,301950.7,77351,528597.4,148623.2,4,35613.68,4733808,
50,1,1834,2321.247,2.464,,,,,,,
50,2,2174,2621.457,20.573,3,22.105,2.212,,,,
50,3,1652,2138.584,3.089,2,18.145,5.567,,,,
50,4,1816,2260.267,2.431,,,,,,,
50,5,694,900.233,1.470,,,,,,,
50,6,174,279.584,8.142,5,35.761,1.532,,,,
40,0,842798,1427606,4105635,133048,929613.8,44264.79,4,32953.91,4448359,
40,1,2181,2564.266,12.253,4,30.889,3.134,,,,
40,2,1832,2164.189,2.712,3,19.141,0.535,,,,
40,3,2132,2577.767,32.505,,,,,,,
40,4,905,1164.996,2.345,,,,,,,
40,5,749,852.418,0.753,,,,,,,
40,6,74,115.117,0.589,,,,,,,
30,0,1312007,2372076,6071344,219772,1542901,127110.0,3,36439.73,15371267,
30,1,2398,2797.630,7.055,3,24.642,6.040,,,,
30,2,1828,2285.724,2.736,6,55.633,42.374,,,,
30,3,1472,1832.439,2.000,,,,,,,
30,4,1131,1469.338,2.657,4,31.020,3.815,,,,
30,5,492,502.416,2.233,,,,,,,
30,6,6645,7207.106,513.738,,,,,,,
20,0,1344169,2501803,4896390,232624,1645285,261842.6,3,26160.76,2190584,
20,1,3016,3848.104,45.955,,,,,,,
20,2,904,1134.872,1.552,2,14.281,1.578,,,,
20,3,1695,2183.098,2.159,,,,,,,
20,4,801,1046.627,2.817,,,,,,,
20,5,349,492.838,3.117,,,,,,,
20,6,2666,3446.611,5.121,,,,,,,
10,0,2629103,5042695,9776286,452849,3191672,326198.8,4,31255.75,589136.6,
10,1,3912,5158.110,12.606,,,,,,,
10,2,3085,3954.256,26.120,,,,,,,
10,3,4507,5350.161,9.088,3,23.559,4.839,,,,
10,4,3581,4251.883,4.275,,,,,,,
10,5,2333,2741.628,6.320,,,,,,,
10,6,740,770.339,1.359,,,,,,,
5,0,2661653,5316600,165342417,461845,3261143,363421.9,6,33318.54,256647.3,
5,1,8500,8001.541,103.275,,,,,,,
5,2,3975,5116.040,15.224,1,7.926,0.000,,,,
5,3,4764,6050.609,61.338,,,,,,,
5,4,3962,4844.004,13.292,,,,,,,
5,5,2673,3301.071,6.067,11,72.259,0.676,,,,
5,6,1284,1500.724,1.824,,,,,,,
