RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.07,0.14,0:04.22,0,104850,0,0
90,4.04,0.54,0:04.60,18818,114660,82986,55870
80,4.23,0.99,0:05.23,51633,116519,233730,165370
70,4.23,1.23,0:05.47,68367,116887,235991,221118
60,4.19,1.42,0:05.63,76111,118859,247632,245300
50,4.29,1.71,0:06.02,86975,151024,322846,310948
40,4.68,3.17,0:08.13,124955,472910,797172,792909
30,5.36,6.23,0:12.76,202782,1074939,1770103,1959447
20,5.29,7.02,0:13.59,213598,1115832,1937542,2168729
10,5.05,16.59,0:24.85,474893,2153982,3666368,4450211
5,5.04,16.73,0:25.17,461880,2204219,3706232,4754627
