RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.70,0.95,0:03.66,29,535088,0,170
90,2.53,2.68,0:05.24,39207,747484,0,266559
80,2.67,2.56,0:05.26,38912,747778,0,266752
70,2.66,2.74,0:05.44,39013,747688,0,267155
60,2.82,3.25,0:06.10,89918,905248,0,477318
50,2.89,3.40,0:06.31,122455,926401,0,529463
40,2.95,2.97,0:05.94,104717,944138,0,531432
30,2.76,3.15,0:05.93,102881,945975,0,531427
20,2.96,2.97,0:05.95,115626,933230,0,531421
10,2.80,3.08,0:05.89,106837,942019,0,531455
5,2.71,3.27,0:06.00,109124,939732,0,531407
