RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,535234,663114.5,547282.3,29,270.366,76.487,,,,
100,1,6773,10167.92,41.911,,,,,,,
100,2,5931,8834.337,110.160,,,,,,,
100,3,6832,9903.491,34.137,,,,,,,
100,4,6953,10453.10,94.166,,,,,,,
90,0,786735,1141191,691384.5,39207,281274.4,2339.053,49,932396.5,110456540,
90,1,8826,12823.37,328.698,2,36.575,301.474,,,,
90,2,8473,11348.22,41.355,,,,,,,
90,3,9131,13098.28,105.377,,,,,,,
90,4,7855,11097.23,97.675,,,,,,,
80,0,786690,1140199,1712469,38912,280254.0,3755.263,43,940294.1,159502629,
80,1,9551,13344.77,204.456,5,53.834,123.480,,,,
80,2,9438,13470.53,63.944,,,,,,,
80,3,8978,12991.21,50.995,1,10.148,0.000,,,,
80,4,9184,13812.43,61.030,,,,,,,
70,0,787054,1148842,797153.3,39013,280855.7,5573.552,54,1101236,162119528,
70,1,10088,14447.80,75.783,,,,,,,
70,2,9091,12680.42,173.806,,,,,,,
70,3,10083,15152.96,93.864,,,,,,,
70,4,7873,11445.06,85.482,1,14.818,0.000,,,,
60,0,995412,1542690,1199093,89918,571356.7,18516.15,35,1265704,1505343624,
60,1,11893,18360.61,77.281,,,,,,,
60,2,11656,17386.84,101.483,,,,,,,
60,3,10895,16268.27,110.110,,,,,,,
60,4,10395,15717.63,317.632,,,,,,,
50,0,1048782,1750727,3586573,122455,753459.3,45285.01,50,1269744,431441799,
50,1,12280,20178.42,678.848,3,46.267,224.686,,,,
50,2,10276,16002.53,77.749,,,,,,,
50,3,12493,19719.25,184.093,,,,,,,
50,4,11969,17620.83,171.013,,,,,,,
40,0,1048907,1662225,2898028,104717,654371.8,93571.39,52,965246.7,109479929,
40,1,10612,17523.59,254.829,2,38.851,360.219,,,,
40,2,10453,16443.46,122.648,,,,,,,
40,3,10572,16847.89,2326.396,,,,,,,
40,4,9638,14578.91,68.873,,,,,,,
30,0,1048998,1656935,1398087,102881,645872.1,29679.18,44,978122.1,102558675,
30,1,11720,18351.05,81.242,1,31.468,0.000,,,,
30,2,10950,16272.64,65.010,,,,,,,
30,3,9724,14092.11,3205.547,,,,,,,
30,4,9398,14042.10,80.131,,,,,,,
20,0,1048906,1737634,1347704,115626,715887.3,16446.06,47,908906.8,97866151,
20,1,11238,18060.62,186.098,,,,,,,
20,2,12878,19478.39,152.845,,,,,,,
20,3,12785,19806.72,1348.049,,,,,,,
20,4,11873,17607.90,83.994,,,,,,,
10,0,1048782,1699993,3439380,106837,671650.0,21579.65,51,890808.7,92887803,
10,1,10007,16335.00,159.173,,,,,,,
10,2,9919,14721.62,51.193,2,36.449,316.085,,,,
10,3,10202,16114.16,240.929,,,,,,,
10,4,10083,15917.31,72.682,,,,,,,
5,0,1048856,1767942,2745414,109124,701663.3,27657.78,38,924462.5,7932213,
5,1,7376,11790.02,37.024,,,,,,,
5,2,9862,15113.73,72.786,,,,,,,
5,3,9257,13679.01,44.301,,,,,,,
5,4,9100,14134.43,172.017,,,,,,,
