RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.10,0:02.13,0,100521,0,0
90,4.03,0.23,0:02.36,509,140312,43589,41376
80,3.99,0.35,0:02.41,2287,151936,58139,53001
70,4.02,0.37,0:02.45,3672,162658,73760,64813
60,4.09,0.40,0:02.51,5857,173073,78221,74852
50,4.39,0.69,0:02.80,33648,214963,113728,108966
40,4.86,1.76,0:03.62,2664,1088414,539690,517806
30,4.87,2.49,0:04.01,5641,1349402,692546,744729
20,4.93,2.48,0:04.06,290,1380345,707054,773548
10,4.99,2.65,0:04.17,104,1382655,709348,776579
5,5.69,2.80,0:04.60,3796,1386366,714554,781841
