RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,25.49,0.37,0:25.87,611,263461,1008,698
90,25.85,3.21,0:29.09,234445,558239,432642,351799
80,25.96,3.29,0:29.28,224118,632937,586862,506683
70,26.10,4.70,0:30.83,350008,798027,815256,783386
60,26.05,4.78,0:30.85,341044,838444,867534,850312
50,26.24,4.80,0:31.05,322760,951571,985646,972010
40,26.43,4.69,0:31.13,312123,1045379,1069408,1058080
30,26.42,5.12,0:31.56,299536,1222084,1245847,1225930
20,26.71,6.19,0:32.93,338054,1654240,1655683,1627242
10,27.09,6.60,0:33.72,297131,2027584,2021262,1998965
5,27.21,7.52,0:34.78,310159,2391918,2372422,2348619
