RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.29,0.12,0:04.42,0,100590,0,0
90,4.33,0.73,0:05.07,37825,104687,250363,199009
80,4.38,1.25,0:05.65,50213,102430,344566,271331
70,4.40,1.61,0:06.02,73273,122347,447935,392315
60,4.51,1.38,0:05.90,69129,107505,414461,391199
50,4.73,1.64,0:06.40,85538,161589,549456,509452
40,5.13,8.37,0:15.35,180652,949125,2664853,2725328
30,5.19,11.83,0:19.79,234517,1145827,3443470,3817632
20,5.11,12.08,0:20.07,233922,1148817,3462604,3882068
10,5.30,12.19,0:20.33,238143,1175560,3485979,3992618
5,5.12,16.29,0:25.88,317718,1571780,3647767,5647171
