RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.74,1.18,0:07.93,78,678867,1575,533
90,6.97,1.14,0:08.11,1586,687811,77376,12612
80,6.91,1.27,0:08.18,2052,697759,150883,14012
70,6.93,1.37,0:08.30,7601,707447,196824,25356
60,6.94,1.91,0:08.86,50726,728411,289197,69590
50,7.24,2.19,0:09.45,74235,836223,371743,125544
40,7.30,2.90,0:10.21,124903,910908,487150,280536
30,7.35,3.48,0:10.85,188968,985165,547387,440430
20,7.50,3.79,0:11.31,219225,1047724,635603,565343
10,7.75,4.27,0:12.05,288854,1083897,681113,734140
5,8.39,4.70,0:13.12,314365,1136319,729898,838081
