RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.11,3.12,0:05.24,217667,568900,283274,234514
90,2.33,1.24,0:03.85,40,720389,342156,262956
80,2.44,1.24,0:03.95,7,735217,401534,282750
70,2.40,1.32,0:04.00,12,734508,456301,283540
60,2.41,1.97,0:04.85,2065,898975,564601,504429
50,2.57,1.95,0:05.02,220,936595,565420,552502
40,2.68,1.87,0:05.01,74,939673,565521,558344
30,2.66,1.91,0:04.97,18,939468,565594,562793
20,2.72,1.92,0:05.00,18,940218,565594,562902
10,2.72,1.92,0:04.99,18,938639,565596,563005
5,2.71,1.97,0:04.99,18,937950,565595,563054
