RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,693451,587232.0,1648805,755,17378.53,96.388,,,,,202027,98597.45,15487.26
100,1,466,595.292,2.022,,,,,,,,,,
100,2,499,710.127,2.136,,,,,,,,,,
100,3,3034,3548.237,106.609,,,,,,,,,,
100,4,1082,1573.761,4.111,2,16.038,3.246,,,,,22,43.219,39.940
90,0,786567,1408036,6938334,32857,456755.5,38871.04,6,191893.3,147937053,,377273,414766.5,137233.9
90,1,15,32.284,0.939,,,,,,,,,,
90,2,539,800.482,2.090,,,,,,,,,,
90,3,1401,1917.562,1.950,1,10.190,0.000,,,,,2,0.044,0.000
90,4,1560,2186.205,2.637,,,,,,,,,,
80,0,786577,1416975,1961938,32841,466159.3,125538.9,5,175744.8,209792313,,376076,405664.5,127415.7
80,1,1358,1654.175,2.422,2,48.603,61.727,,,,,8,0.327,0.000
80,2,619,943.416,3.754,,,,,,,,,,
80,3,957,1338.878,2.414,,,,,,,,,,
80,4,980,1064.603,2.154,,,,,,,,,,
70,0,786610,1426550,184477779,32823,466794.0,16526.61,3,121375.6,137143594,,376543,399821.2,133046.6
70,1,1734,2257.423,2.348,,,,,,,,,,
70,2,584,927.821,2.675,,,,,,,,,,
70,3,1532,2377.929,37.025,,,,,,,,,,
70,4,760,887.987,1.948,,,,,,,,,,
60,0,996421,1955129,543166.1,69061,1023496,172988.3,11,559771.1,1606316923,,554085,264853.4,489255.4
60,1,2331,2842.730,8.778,,,,,,,,,,
60,2,912,1223.928,2.613,1,11.135,0.000,,,,,9,4.252,1.582
60,3,2331,3444.275,101.007,,,,,,,,,,
60,4,1966,2547.204,2.499,,,,,,,,,,
50,0,1048708,2087875,4352751,79304,1129035,344741.2,21,793289.7,395302363,,603100,271899.6,510700.8
50,1,2757,3446.738,3.382,,,,,,,,,,
50,2,632,900.430,1.561,,,,,,,,,,
50,3,2789,3635.340,3.168,,,,,,,,,,
50,4,2383,2891.568,8.043,2,34.377,84.149,,,,,9,3.984,1.452
40,0,1048724,2339725,118033886,90713,1418105,210781.1,5,159520.2,212963957,,590640,222224.2,731127.4
40,1,793,797.207,1.338,,,,,,,,,,
40,2,467,694.342,2.449,,,,,,,,,,
40,3,824,1025.352,2.123,,,,,,,,,,
40,4,2303,2905.662,7.787,,,,,,,,,,
30,0,1048652,2198369,1850786,84134,1213004,1589975,6,173735.0,93132772,,601887,269066.4,178718.7
30,1,1241,1617.902,2.671,,,,,,,,,,
30,2,189,431.170,1.291,,,,,,,,,,
30,3,836,1032.670,3.386,,,,,,,,,,
30,4,449,522.483,1.422,,,,,,,,,,
20,0,1048776,2029477,226808.2,76726,1023635,103346.3,6,140428.1,10323066,,607425,292893.9,625307.3
20,1,1660,1942.030,1.381,,,,,,,,,,
20,2,581,789.239,0.920,,,,,,,,,,
20,3,1484,1942.589,1.758,,,,,,,,,,
20,4,1438,1754.305,1.566,,,,,,,,,,
10,0,1048656,2164847,436454.6,90787,1134763,3009373,1,38447.34,0.000,,615474,324948.6,6806376
10,1,4198,4641.872,278.265,,,,,,,,,,
10,2,577,1005.861,4.665,,,,,,,,,,
10,3,1796,2447.840,1.928,,,,,,,,,,
10,4,2233,2637.120,9.476,,,,,,,,,,
5,0,1048709,4103382,4876488,524289,3451981,3054482,,,,,524318,18192.55,6479.444
5,1,99,204.636,10.724,9,90.666,26.551,,,,,18,0.624,0.000
5,2,1776,2305.646,2.597,,,,,,,,,,
5,3,2168,2617.065,23.072,,,,,,,,,,
5,4,2481,2860.496,5.903,,,,,,,,,,
