RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.27,1.53,0:05.80,0,1445976,0,0
90,4.28,1.62,0:05.91,2273,1449577,114117,5203
80,4.17,1.95,0:06.13,2147,1449712,225184,6854
70,4.35,2.69,0:07.10,20141,1650703,492023,150257
60,4.45,5.59,0:10.32,185872,2074161,1017242,537465
50,4.88,11.11,0:16.40,748906,2295906,1520565,1246426
40,5.03,33.33,0:40.87,2272710,5086597,4614614,4482213
30,4.88,44.67,0:52.29,3225287,5566002,5049590,7145277
20,5.37,45.81,0:54.83,2974597,6935233,5286141,8811689
10,5.35,49.25,0:58.63,3028416,8161148,5323990,10422731
5,5.76,50.78,1:02.02,3205424,8419856,5332128,10898746
