RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.66,0.96,0:03.63,414,614122,91036,1996
90,2.60,2.91,0:05.52,135915,912876,534464,514399
80,2.49,3.06,0:05.55,153580,895216,534634,531544
70,2.63,2.99,0:05.63,154453,894348,534632,531531
60,2.69,2.96,0:05.65,155202,893598,534633,531549
50,2.55,3.00,0:05.56,152354,896452,534637,531559
40,2.67,2.93,0:05.61,174836,873972,534636,531561
30,2.66,2.84,0:05.51,143365,905445,534640,531561
20,2.66,2.87,0:05.54,154693,894120,534640,531579
10,2.53,2.93,0:05.47,173522,875293,534641,531574
5,2.71,2.54,0:05.25,151513,897303,534640,531576
