RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.02,0.12,0:01.64,0,100476,0,0
90,4.12,0.39,0:01.77,124,150348,54489,43044
80,4.14,0.42,0:01.80,440,159881,66806,52222
70,4.14,0.47,0:01.83,123,167016,70702,63494
60,4.10,0.51,0:01.83,131,169575,70799,68997
50,5.93,0.68,0:02.52,1100,226231,101026,75023
40,6.29,2.80,0:03.38,8737,1146092,575359,351788
30,6.85,4.04,0:04.02,431,1364843,697947,748403
20,6.64,4.34,0:04.06,205,1382533,709344,774653
10,7.13,4.04,0:04.12,648,1384148,710172,778494
5,7.35,4.49,0:04.36,5007,1404438,720720,784032
