RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99145,83314.96,4313.779,,,,,,,6525.903,,,,99145,14566.61,123.741
100,1,784,968.377,2.671,,,,,,,194.677,,,,784,261.471,2.017
100,2,879,2300.291,511.751,,,,,,,1357.800,,,,879,1433.162,510.640
100,3,402,539.244,1.092,,,,,,,,,,,402,15.013,0.000
100,4,193,271.105,0.557,,,,,,,,,,,193,9.153,0.000
90,0,115766,124220.9,158590.4,98,815.184,16.812,2,15145.85,129476.8,26088.35,16609,1192.658,163.134,115766,35713.15,142214.5
90,1,18518,47495.19,10895.11,9,97.478,55.305,,,,22909.21,17807,1286.125,73.951,18518,24741.64,9955.311
90,2,16668,82430.45,38497.17,25,162.904,1.853,,,,42711.45,15761,1012.651,9.628,16668,45614.29,34763.85
90,3,704,948.897,2.308,,,,,,,,,,,704,26.175,0.000
90,4,678,892.025,1.835,,,,,,,,,,,678,25.703,0.000
80,0,119424,132876.2,100382.3,101,705.250,4.023,4,42589.52,38841640,28990.72,20387,1565.517,167.544,119424,39054.00,85475.24
80,1,21740,51424.36,315739.3,6,47.501,2.163,1,14900.99,0.000,24673.41,21174,1518.197,291.491,21740,26735.41,282497.1
80,2,19510,79079.47,45416.05,349,2333.170,3.024,1,41279.60,0.000,41891.00,18506,960.649,7.677,19510,44568.77,41922.61
80,3,776,1120.895,0.967,,,,,,,,,,,776,27.444,0.000
80,4,1162,1444.447,0.521,,,,,,,,,,,1162,42.594,0.000
70,0,119711,140145.7,119102.2,105,725.203,5.217,6,45515.67,4540992,32739.09,20682,1629.404,259.538,119711,43136.07,101565.2
70,1,25194,60860.54,20800.37,24,184.705,11.511,1,19477.52,0.000,30171.24,24344,1577.928,130.584,25194,32582.86,19175.28
70,2,22687,84036.69,40630.50,26,166.157,1.214,1,36604.15,0.000,45753.89,21870,975.833,8.112,22687,48759.45,37591.07
70,3,813,1201.342,2.308,,,,,,,,,,,813,29.162,0.000
70,4,964,1306.024,2.426,,,,,,,,,,,964,34.598,0.000
60,0,119661,143450.5,87157.82,67,492.345,6.158,5,43132.98,26206345,32986.55,20675,1717.728,266.105,119661,43840.35,77496.89
60,1,25532,64729.25,24019.83,2,14.703,0.610,1,17103.12,0.000,32783.49,24778,1695.211,139.998,25532,35147.77,22333.93
60,2,25093,81922.66,55877.24,62,456.892,6.471,1,33671.60,0.000,46021.59,24010,1037.257,75.519,25093,49045.57,52699.20
60,3,586,827.624,4.047,,,,,,,,,,,586,35.855,0.403
60,4,1807,2152.011,5.516,,,,,,,,,,,1807,75.742,0.000
50,0,153405,177457.8,599722.3,405,2797.121,4.192,4,47892.33,141544668,41917.61,37537,1628.709,477.543,153405,55958.16,548548.1
50,1,25762,85527.26,47899.45,328,2381.307,5.405,1,19287.85,0.000,41525.91,25045,1964.451,713.911,25762,45215.83,45454.08
50,2,48690,109368.9,84549.92,375,2588.121,2.118,1,37616.77,0.000,54423.21,36031,1329.660,16.744,48690,59452.51,77933.63
