RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.11,0:02.13,0,100521,0,0
90,4.03,0.89,0:02.67,41086,108033,59751,45833
80,3.96,1.09,0:02.76,48231,110878,69923,53268
70,4.11,1.14,0:02.89,57005,127282,80671,65084
60,4.05,1.25,0:02.91,62752,109320,73017,69225
50,4.24,1.42,0:03.10,71047,173598,111455,85069
40,5.26,3.83,0:04.89,136497,1036855,592158,344340
30,5.01,6.35,0:06.31,237122,1057723,663741,732097
20,4.24,7.13,0:06.47,261120,1119893,708218,792300
10,4.54,6.91,0:06.53,265182,1117496,709756,799406
5,5.16,7.16,0:07.08,275151,1134386,726029,802332
