RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,99134,74054.76,12746.49,,,,,,,6222.421
100,1,1115,1225.097,0.715,,,,,,,140.959
100,2,975,2369.982,617.444,,,,,,,1477.134
100,3,756,1056.181,2.677,,,,,,,
100,4,947,1166.577,3.688,,,,,,,
90,0,114418,158128.1,690273.3,78,817.599,58.517,2,113571.3,1589397473,25436.71
90,1,17131,107133.7,17820.60,13,91.922,1.576,1,86169.95,0.000,22662.61
90,2,15820,105361.9,18306.15,47,356.817,5.443,1,80209.76,0.000,22092.90
90,3,866,1146.740,1.482,,,,,,,
90,4,1263,1666.825,2.580,,,,,,,
80,0,119729,172211.1,83900.55,50,450.929,41.138,4,170475.6,424354601,29232.78
80,1,24439,118215.9,165753.3,,,,1,69606.03,0.000,26950.54
80,2,20483,115970.8,10667.68,307,3935.441,214.828,1,67900.60,0.000,23598.08
80,3,709,1243.687,5.582,27,254.534,33.175,,,,
80,4,1406,1880.028,2.112,16,133.148,13.837,,,,
70,0,119844,175299.0,2354842,74,1090.277,92.484,6,170962.5,1873718,30817.90
70,1,25143,123832.4,52027.15,18,247.328,89.543,1,28685.79,0.000,28494.73
70,2,21890,118367.3,13709.45,29,650.689,148.059,1,31381.94,0.000,26522.53
70,3,1973,2426.889,6.966,34,262.823,15.003,,,,
70,4,811,1085.122,2.572,,,,,,,
60,0,119630,181467.4,645853.1,69,793.607,84.943,5,128003.0,87144456,32425.65
60,1,25390,125761.2,118789.3,,,,,,,29849.13
60,2,23721,121356.0,1895253,1,9.243,0.000,,,,28422.69
60,3,1137,1730.339,3.982,31,241.591,10.405,,,,
60,4,1173,1437.094,1.579,,,,,,,
50,0,124048,195068.8,93634.07,553,6870.171,103.618,6,122309.4,40472209,33872.10
50,1,25342,129672.3,20437.56,2,19.013,1.784,,,,31127.16
50,2,63688,186762.3,101889.9,3957,38226.00,271.028,,,,33812.58
50,3,389,507.842,1.038,,,,,,,
50,4,115,138.559,0.534,,,,,,,
40,0,424365,581544.2,1721884,2316,33171.97,513.688,12,459582.1,203312207,152308.4
40,1,337361,512449.0,514567.6,961,17007.22,106.825,7,310228.7,18337707,148647.4
40,2,334439,499171.7,524739.3,751,13385.26,107.481,6,259237.3,56687754,145570.0
40,3,1042,1392.195,2.036,,,,,,,
40,4,115,147.279,2.633,,,,,,,
30,0,536802,1140658,3876609,720,11623.07,177.132,35,1122691,53472719,307132.6
30,1,420673,1032475,1558946,449,5858.807,149.087,32,1070095,41468225,291528.7
30,2,405687,1017791,2247623,475,7315.626,159.185,31,1042435,39418892,283019.0
30,3,3977,4468.410,33.496,,,,,,,
30,4,2427,2917.601,2.789,,,,,,,
20,0,545404,1184856,2082517,374,5146.231,130.892,35,789495.7,31263775,323822.9
20,1,422046,1055469,4310719,519,9090.857,142.883,31,709006.7,31281932,302413.6
20,2,423076,1045073,56122130,379,6579.010,146.814,31,729097.3,35305613,303202.5
20,3,2111,2924.044,38.763,,,,,,,
20,4,2835,3484.701,3.272,,,,,,,
10,0,619564,1917677,27342697,42858,314266.2,28067.80,57,1347549,6766602,346663.5
10,1,492105,1748132,2920590,44542,302339.2,20452.05,49,1184473,6240638,322441.5
10,2,495943,1783972,3319263,42387,298184.4,66882.67,50,1191117,8671365,323441.6
10,3,2413,3359.531,8.790,10,78.259,3.120,,,,
10,4,1499,1971.551,2.008,,,,,,,
5,0,556193,1892364,19240141,3064,31406.29,1115.902,12,165831.5,1513014,409570.4
5,1,429300,1738180,11076919,2673,25258.37,242.093,4,57941.63,3522177,385160.4
5,2,430414,1715226,11520703,3262,36279.67,578.681,4,54726.91,4475095,387795.0
5,3,2302,3367.611,9.237,,,,,,,
5,4,2238,3145.940,21.399,37,311.531,21.334,,,,
