RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.79,1.16,0:08.98,100,678172,5099,3401
90,7.97,1.56,0:09.61,1989,687409,214594,79367
80,7.92,1.79,0:09.79,1983,687418,439485,82764
70,7.87,2.87,0:10.80,5251,693801,833366,156417
60,7.95,3.83,0:11.86,17586,692330,1253649,248749
50,7.97,6.58,0:15.11,65356,770740,2024067,1011335
40,8.13,8.14,0:17.06,87886,892757,2626959,1813830
30,7.99,8.10,0:16.79,167938,991809,2460126,2180606
20,7.98,6.77,0:15.57,161529,1070341,2247663,1946342
10,8.29,9.71,0:20.02,242401,1127947,3553418,3662816
5,9.27,11.66,0:22.87,192020,1280587,4309579,4442443
