RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.30,0.19,0:04.50,0,100590,0,0
90,5.00,0.33,0:05.39,984,107246,270421,257699
80,5.11,0.78,0:05.95,3707,109490,360095,325385
70,5.11,0.95,0:06.12,4506,113911,445897,398403
60,5.18,1.21,0:06.44,719,110086,468523,445809
50,5.47,1.76,0:07.32,31303,159206,660234,616609
40,7.15,5.33,0:13.49,19141,646169,3199965,3059831
30,7.61,5.11,0:17.21,134,1032502,4250702,4598542
20,7.86,4.93,0:17.14,38,1031416,4217395,4552275
10,7.38,7.16,0:17.67,15960,974736,4255999,4672185
5,7.34,11.05,0:23.59,61576,1412863,4374188,6542016
