RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.39,0.19,0:04.59,0,104849,0,0
90,4.68,0.44,0:05.14,5376,109454,161820,102971
80,5.26,0.72,0:06.00,4137,109393,374079,332146
70,5.31,1.04,0:06.38,5212,110316,456412,445274
60,5.34,1.16,0:06.55,3937,114577,456394,473139
50,5.56,1.47,0:07.08,15787,129560,566310,553967
40,6.35,3.47,0:09.89,67234,277270,1472193,1372136
30,8.10,4.96,0:15.68,5464,1079522,3835109,4165034
20,8.11,6.10,0:16.90,7834,1119480,4102913,4375997
10,7.76,15.00,0:33.19,37330,2158431,7667663,9163370
5,8.76,8.85,0:30.39,4026,2529010,6800927,8549034
