RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,1048939,1112109,15591265,20351,153019.2,496.099,,,,71661.65,524340,20929.29,895.177,1048939,174397.0,1377269
100,1,1340,1610.358,1.449,2,15.035,5.129,,,,,2,0.085,0.000,1340,46.999,0.000
100,2,976,1886.399,4.487,,,,,,,,,,,976,48.831,0.013
100,3,763,1029.987,3.110,,,,,,,,,,,763,28.646,0.000
100,4,589,739.781,1.748,,,,,,,,,,,589,36.249,0.393
90,0,1048715,1300567,2662018,36,225.721,0.832,38,219906.4,1976661,406218.8,524311,17941.42,11798.46,1048715,502447.4,2259450
90,1,1450,2260.369,3.189,29,191.749,7.189,,,,,29,0.955,0.000,1450,66.424,0.191
90,2,1520,3402.055,8.201,,,,,,,,,,,1520,93.013,0.063
90,3,1606,2232.615,2.355,,,,,,,,,,,1606,85.396,0.279
90,4,1524,2105.636,1.751,16,108.511,5.643,,,,,16,0.535,0.000,1524,55.113,0.000
80,0,1048792,1361733,9381923,14,109.634,13.641,25,133682.0,2012264,426729.4,524316,18214.61,677.386,1048792,526150.0,8229863
80,1,3866,4985.452,60.520,,,,,,,,,,,3866,195.020,0.963
80,2,1406,3969.063,22.044,,,,,,,,,,,1406,83.839,0.090
80,3,1949,2583.520,1.296,,,,,,,,,,,1949,69.772,0.000
80,4,2374,3211.438,7.253,16,106.667,3.569,,,,,16,0.536,0.000,2374,100.946,0.417
70,0,1048723,1361347,4129360,15,126.216,23.355,18,86941.79,445768.5,426282.0,524319,18046.09,841.709,1048723,525293.9,3673400
70,1,1265,1827.285,1.845,,,,,,,,,,,1265,44.112,0.000
70,2,1802,4280.844,12.000,,,,,,,,,,,1802,121.748,0.737
70,3,1816,2383.898,1.446,,,,,,,,,,,1816,62.246,0.000
70,4,1664,2160.659,1.197,,,,,,,,,,,1664,58.962,0.000
60,0,1048800,1367379,14685451,14,108.746,18.079,14,65631.61,594456.5,424773.1,524321,18139.89,399.737,1048800,524058.4,12807440
60,1,1158,1402.394,2.313,,,,,,,,,,,1158,43.223,0.000
60,2,581,1100.082,5.102,,,,,,,,,,,581,30.284,0.013
60,3,3994,4998.337,36.116,,,,,,,,,,,3994,225.754,1.304
60,4,2533,3669.259,5.017,,,,,,,,,,,2533,91.163,0.000
50,0,1048845,1292816,9179298,14,93.047,1.108,30,178685.2,3716837,394672.9,524328,16960.32,713.544,1048845,491231.5,7448354
50,1,1599,2249.730,1.914,,,,,,,,,,,1599,57.336,0.000
50,2,2106,4951.863,304.942,,,,,,,,,,,2106,106.416,0.867
50,3,1983,2764.456,3.140,,,,,,,,,,,1983,89.005,0.139
50,4,1577,2120.184,2.523,,,,,,,,,,,1577,72.903,0.164
40,0,1048738,1333513,1547753,14,105.283,15.348,14,71160.42,1369533,402264.2,524333,17004.77,589.042,1048738,499913.2,1304864
40,1,3232,4090.010,27.657,,,,,,,,,,,3232,131.626,0.003
40,2,1684,4221.758,39.121,,,,,,,,,,,1684,69.861,0.006
40,3,1682,2228.691,1.684,,,,,,,,,,,1682,61.614,0.000
40,4,1831,2667.160,3.536,,,,,,,,,,,1831,69.349,0.000
30,0,1048883,1333757,2103720,22,159.134,12.565,7,35018.73,391085.9,403686.0,524340,16789.32,530.332,1048883,500764.3,1705716
30,1,1044,1401.182,2.157,,,,,,,,,,,1044,37.088,0.000
30,2,900,2112.117,13.383,,,,,,,,,,,900,61.331,0.308
30,3,1001,1340.619,1.866,,,,,,,,,,,1001,36.961,0.000
30,4,582,824.281,1.888,,,,,,,,,,,582,23.616,0.000
20,0,1048898,1336495,181923394,24,195.085,18.058,4,22395.98,61257.93,399073.1,524345,16955.82,338.894,1048898,496761.9,151121167
20,1,1651,2104.203,1.197,,,,,,,,,,,1651,60.118,0.000
20,2,1095,2468.657,60.586,,,,,,,,,,,1095,58.271,0.024
20,3,1016,1542.348,50.554,,,,,,,,,,,1016,38.750,0.000
20,4,958,1520.706,3.626,29,177.556,0.593,,,,,29,0.919,0.000,958,37.278,0.000
10,0,1049015,1349108,6592157,15,114.222,14.474,,,,398728.8,524336,16813.59,271.526,1049015,496370.6,5311209
10,1,891,1223.531,1.461,,,,,,,,,,,891,39.963,0.000
10,2,3717,6234.262,172.801,,,,,,,,,,,3717,236.150,4.603
10,3,1031,1563.726,2.923,16,110.933,3.868,,,,,16,0.683,0.000,1031,52.078,0.258
10,4,2008,2931.757,3.079,,,,,,,,,,,2008,88.182,0.108
5,0,1048820,1334435,1063080,14,107.764,16.087,,,,396065.2,524340,16428.36,368.984,1048820,494175.7,862264.9
5,1,1295,1951.397,4.020,,,,,,,,,,,1295,47.384,0.000
5,2,713,1298.009,7.087,,,,,,,,,,,713,31.290,0.007
5,3,901,1149.408,2.665,,,,,,,,,,,901,33.867,0.000
5,4,818,1091.998,1.614,,,,,,,,,,,818,29.329,0.000
