RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.33,1.50,0:03.84,20319,1028467,556507,29500
90,2.20,1.95,0:04.16,36,1048754,565325,545805
80,2.27,1.89,0:04.17,14,1048780,565619,563047
70,2.25,1.90,0:04.16,15,1048783,565620,563046
60,2.40,1.77,0:04.17,14,1048785,565614,563033
50,2.33,1.87,0:04.21,14,1048794,565625,563072
40,2.39,1.81,0:04.21,14,1048799,565627,563053
30,2.48,1.70,0:04.19,14,1048796,565623,563047
20,2.53,1.67,0:04.21,16,1048800,565625,563053
10,2.64,1.60,0:04.24,15,1048799,565620,563046
5,2.53,1.71,0:04.24,14,1048805,565622,563048
