RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,642082,6798
90,1049278,66
80,1049324,69
70,1049326,71
60,1049304,70
50,1049357,71
40,1049370,68
30,1049414,69
20,1049306,60
10,1049299,52
5,1049363,58
