RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.74,2.13,0:06.87,0,1445979,0,0
90,4.61,2.48,0:07.10,2356,1449501,195142,4694
80,4.69,2.49,0:07.18,2206,1458771,272927,5364
70,4.70,3.61,0:08.32,22172,1788921,558770,142928
60,5.12,5.58,0:10.72,175892,2223748,1029998,463458
50,5.16,10.78,0:16.09,767254,2463555,1544929,1138375
40,6.75,26.93,0:34.07,2232039,5175639,4389326,4159968
30,7.35,33.39,0:41.56,3034962,5783823,4757091,6737591
20,7.53,35.83,0:44.37,3135693,6814618,4945491,8343913
10,7.71,37.81,0:46.78,3291022,7888391,4996716,9912173
5,7.79,38.91,0:48.05,3386968,8342095,5002446,10501478
