RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.74,1.02,0:06.77,78,678247,995,679
90,5.87,0.96,0:06.84,31,689363,38928,11375
80,5.82,1.10,0:06.93,26,689370,81998,11473
70,5.94,1.10,0:07.05,98,689381,153800,24158
60,6.02,1.49,0:07.53,21836,694732,241749,83321
50,6.13,1.57,0:07.74,12481,715650,341987,163853
40,6.33,1.66,0:08.05,12430,739876,436406,301101
30,6.15,2.44,0:08.71,34448,776761,560477,503652
20,6.34,2.19,0:08.70,2750,812476,649692,581928
10,6.53,2.43,0:09.10,4174,849833,713218,735224
5,7.37,2.55,0:10.05,6006,869921,771190,810357
