RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1446016,1595308,194075.1,,,,,,,,,,,1446016,42618.75,1315.111,,,
100,1,755,1395.915,2.232,,,,,,,,,,,755,29.863,0.001,,,
100,2,524,922.406,3.188,,,,,,,,,,,524,20.452,0.000,,,
100,3,1001,1809.907,1.981,,,,,,,,,,,1001,36.642,0.000,,,
100,4,747,1288.804,3.073,,,,,,,,,,,747,30.044,0.000,,,
90,0,1451865,1661382,1111612,2145,12458.40,117.069,12,200300.8,11139041,,3332,601.303,10.360,1451865,43467.94,5500.585,,,
90,1,704,1293.745,1.671,,,,,,,,,,,704,26.866,0.000,,,
90,2,393,682.536,2.275,2,21.021,19.139,,,,,7,0.252,0.000,393,15.582,0.001,,,
90,3,814,1600.728,6.194,,,,,,,,,,,814,30.814,0.000,,,
90,4,695,1177.061,1.876,,,,,,,,,,,695,26.293,0.000,,,
80,0,1453478,1705805,640023.0,2184,12766.58,85.729,18,282340.0,7070828,,4181,642.194,62.256,1453478,44880.63,3864.754,,,
80,1,562,1155.298,10.092,4,48.288,154.313,,,,,7,0.266,0.000,562,22.730,0.001,,,
80,2,734,1281.199,1.866,,,,,,,,,,,734,28.943,0.001,,,
80,3,397,723.125,2.445,,,,,,,,,,,397,15.519,0.001,,,
80,4,472,888.541,5.238,,,,,,,,,,,472,18.378,0.000,,,
70,0,1808388,2180286,2904418,21437,290701.5,10213.35,42,781110.9,326374302,,211605,9242.638,8991.202,1808388,56416.07,3331.687,,,
70,1,831,1543.390,3.891,4,50.253,190.453,,,,,7,0.269,0.000,831,32.100,0.000,,,
70,2,546,880.148,1.965,,,,,,,,,,,546,22.473,0.000,,,
70,3,320,519.120,1.773,,,,,,,,,,,320,12.496,0.000,,,
70,4,177,265.485,2.148,,,,,,,,,,,177,6.983,0.000,,,
60,0,2406309,3455345,18706678,170377,1105961,149078.5,60,1422694,1466949238,,608840,34185.93,23478.87,2406309,75227.93,122970.1,,,
60,1,1153,1999.839,1.387,,,,,,,,,,,1153,44.004,0.000,,,
60,2,760,1322.846,2.604,,,,,,,,,,,760,30.026,0.000,,,
60,3,644,1151.543,2.848,,,,,,,,,,,644,27.246,0.002,,,
60,4,488,905.211,1.797,,,,,,,,,,,488,19.833,0.000,,,
50,0,3215432,7816636,1706340,774065,4539545,1396675,102,2047840,801502984,,1391997,189850.6,14633744,3215432,101189.7,12949.69,,,
50,1,879,1598.894,2.216,,,,,,,,,,,879,35.508,0.000,,,
50,2,633,1104.419,1.645,,,,,,,,,,,633,33.382,0.071,,,
50,3,973,1819.445,3.555,,,,,,,,,,,973,45.548,0.001,,,
50,4,541,926.439,4.778,2,43.752,343.953,,,,,7,0.249,0.000,541,20.390,0.000,,,
40,0,7406451,20524522,587049.6,2168324,13095151,1553652,231,4937081,225467529,,4422764,589995.6,5824518,7406451,239814.8,168390.1,,,
40,1,345,623.918,4.996,3,43.488,216.261,,,,,7,0.258,0.000,345,12.912,0.000,,,
40,2,253,425.876,2.672,,,,,,,,,,,253,9.906,0.000,,,
40,3,595,912.279,1.132,,,,,,,,,,,595,22.583,0.000,,,
40,4,298,458.864,1.622,,,,,,,,,,,298,11.976,0.000,,,
30,0,8827380,29111103,3990633,3057356,18690821,2575147,210,3347387,229469212,,7109480,1365004,3016908,8827380,294412.2,153725.4,,,
30,1,417,729.884,1.302,,,,,,,,,,,417,15.901,0.000,,,
30,2,251,468.822,8.626,,,,,,,,,,,251,9.651,0.000,,,
30,3,198,377.476,3.303,,,,,,,,,,,198,7.591,0.000,,,
30,4,132,206.046,4.536,,,,,,,,,,,132,4.865,0.000,,,
20,0,9950751,31938883,2177801,3168264,19788460,15284429,168,2746430,565302703,,8705674,1738146,4343386,9950751,331129.2,664198.9,,,
20,1,324,653.667,7.087,3,47.574,234.398,,,,,7,0.240,0.000,324,12.329,0.000,,,
20,2,198,345.417,3.613,,,,,,,,,,,198,7.909,0.000,,,
20,3,205,284.451,2.058,,,,,,,,,,,205,8.562,0.001,,,
20,4,419,646.980,0.592,,,,,,,,,,,419,16.045,0.000,,,
10,0,11177007,34871273,4337696,3312432,21023758,4449106,167,1933167,92932712,,10108386,2116830,2332514,11177007,372433.7,304281.5,,,
10,1,353,712.643,4.394,1,31.950,0.000,,,,,7,0.360,0.002,353,16.923,0.000,,,
10,2,160,294.008,4.367,,,,,,,,,,,160,6.324,0.000,,,
10,3,480,647.300,1.340,,,,,,,,,,,480,18.609,0.000,,,
10,4,743,1268.347,2.112,,,,,,,,,,,743,28.490,0.000,,,
5,0,11723423,36193288,2408025,3434525,21832545,6675326,182,1753958,20019757,,10687926,2245520,12349234,11723423,394404.9,230233.5,,,
5,1,310,522.059,1.946,,,,,,,,,,,310,12.302,0.000,,,
5,2,265,439.885,1.372,,,,,,,,6,0.358,0.002,265,10.191,0.000,,,
5,3,219,421.177,1.255,,,,,,,,,,,219,13.539,0.001,,,
5,4,86,153.449,0.867,,,,,,,,,,,86,3.264,0.000,,,
