RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101502,41
90,156000,1215
80,162532,1369
70,166874,732
60,170392,430
50,265849,5570
40,1046211,3450
30,1103876,96
20,1104702,92
10,1186616,34287
5,1693950,15738
