RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.79,0.21,0:07.01,11,101175,1863,71
90,6.94,0.23,0:07.18,1252,109532,51084,41700
80,6.93,0.32,0:07.26,920,112358,61901,49244
70,6.89,0.38,0:07.27,603,109211,66824,58832
60,6.68,0.32,0:07.01,396,105799,66891,65577
50,7.08,0.46,0:07.55,3319,204595,118477,72698
40,7.17,1.37,0:08.55,11971,538781,499786,466084
30,7.32,1.44,0:08.77,126,532960,535661,580420
20,7.58,1.40,0:08.99,31,532955,535706,585182
10,7.36,1.82,0:09.19,26059,582935,562558,611556
5,7.18,2.53,0:09.72,27084,654336,628933,1082681
