RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.74,0.08,0:02.10,0,100521,0,0
90,3.97,0.55,0:02.46,36239,106037,49825,40311
80,4.00,0.73,0:02.58,49427,103105,68836,53807
70,3.97,0.81,0:02.61,59798,106603,74296,65361
60,3.98,0.85,0:02.65,66880,108792,76412,74180
50,4.29,1.02,0:02.91,85074,146712,104390,99768
40,4.88,3.70,0:04.80,167203,891717,537412,482677
30,5.16,4.92,0:05.78,247138,1064851,671981,743317
20,4.51,5.51,0:05.90,259645,1121272,707873,791562
10,4.73,5.38,0:05.96,260811,1122934,710162,797196
5,5.09,5.64,0:06.30,280305,1121045,720725,803642
