RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.86,0.18,0:06.04,0,105103,0,0
90,5.88,0.40,0:06.29,22246,124728,44943,24100
80,6.00,0.67,0:06.68,50591,125476,70247,52332
70,5.95,0.81,0:06.77,67589,119338,74084,69609
60,5.92,0.87,0:06.79,72185,162103,97533,74614
50,6.04,0.95,0:07.00,75598,255660,147235,89084
40,6.42,2.02,0:08.47,126862,700377,386852,256859
30,6.77,3.67,0:10.49,220837,1092909,634896,690262
20,6.64,3.97,0:10.67,230286,1119233,654575,718135
10,7.88,7.50,0:15.63,659969,1992952,1201779,1401572
5,7.89,7.64,0:15.82,655855,2014671,1210024,1543313
