RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,105147,123716.5,7505.258,,,,,,,,,,,105147,3310.864,34.128,,,
100,1,607,1023.287,1.013,,,,,,,,,,,607,24.058,0.001,,,
100,2,562,1045.131,5.599,,,,,,,,,,,562,34.558,0.281,,,
100,3,466,720.061,1.343,,,,,,,,,,,466,18.761,0.001,,,
100,4,477,736.610,1.296,,,,,,,,,,,477,19.142,0.000,,,
90,0,146900,304225.4,137179.1,22246,150032.4,12713.70,1,12627.67,0.000,,39286,1658.818,52.303,146900,4606.967,17.244,,,
90,1,1103,1933.654,3.586,1,30.476,0.000,,,,,7,0.369,0.002,1103,42.246,0.000,,,
90,2,709,1224.872,3.047,,,,,,,,,,,709,27.377,0.000,,,
90,3,800,1357.558,3.691,,,,,,,,,,,800,31.462,0.000,,,
90,4,911,1544.115,1.463,,,,,,,,,,,911,34.515,0.000,,,
80,0,176065,530259.5,257538.6,50591,339932.7,15297.13,3,47922.84,13961513,,68380,2852.786,650.570,176065,5943.493,73.150,,,
80,1,972,1752.172,2.484,,,,,,,,,,,972,48.990,0.153,,,
80,2,568,964.917,3.223,,,,,,,,,,,568,21.910,0.000,,,
80,3,622,1031.177,4.080,,,,,,,,,,,622,24.454,0.000,,,
80,4,249,485.845,8.072,5,57.381,158.784,,,,,8,0.311,0.000,249,9.526,0.000,,,
70,0,186925,648722.9,510535.6,67589,447724.0,36122.71,5,73475.50,4931160,,76587,3212.064,410.733,186925,6234.324,197.368,,,
70,1,1018,1801.866,1.215,,,,,,,,,,,1018,37.765,0.000,,,
70,2,655,1150.877,2.382,,,,,,,,,,,655,24.630,0.000,,,
70,3,443,640.162,1.521,,,,,,,,,,,443,17.717,0.000,,,
70,4,826,1487.253,2.234,,,,,,,,,,,826,31.671,0.000,,,
60,0,234214,699093.1,1388742,72185,478200.2,134628.1,5,49043.21,37239456,,99816,3851.691,478.497,234214,7770.063,267.504,,,
60,1,696,1299.542,2.425,6,38.892,2.985,,,,,8,0.277,0.000,696,26.770,0.000,,,
60,2,1134,2030.118,3.227,,,,,,,,,,,1134,42.719,0.000,,,
60,3,877,1435.919,2.488,,,,,,,,,,,877,32.538,0.000,,,
60,4,602,1053.058,1.708,,,,,,,,,,,602,22.701,0.000,,,
50,0,331184,831101.0,928054.8,75598,532071.0,61384.02,3,26824.23,17468156,,149586,8554.734,3958.510,331184,10753.20,286.820,,,
50,1,1432,2489.058,2.473,,,,,,,,,,,1432,52.970,0.000,,,
50,2,805,1391.747,3.198,,,,,,,,,,,805,30.672,0.000,,,
50,3,1025,1727.460,1.806,,,,,,,,,,,1025,40.330,0.000,,,
50,4,238,375.510,2.608,,,,,,,,,,,238,9.522,0.000,,,
40,0,827375,1760394,3567124,126862,1091981,1418309,5,44832.44,17769563,,420203,46113.47,66667.05,827375,27651.83,1501.737,,,
40,1,791,1372.328,1.250,,,,,,,,,,,791,28.611,0.000,,,
40,2,680,1107.137,1.554,,,,,,,,,,,680,26.346,0.000,,,
40,3,361,650.390,2.354,,,,,,,,,,,361,13.952,0.000,,,
40,4,446,721.496,1.601,,,,,,,,,,,446,17.150,0.000,,,
30,0,1313830,3348309,21721486,220837,2256273,985863.2,3,46051.55,10869099,,701393,87540.49,159430.1,1313830,44650.49,34647.65,,,
30,1,510,885.566,1.178,,,,,,,,,,,510,19.204,0.000,,,
30,2,153,265.189,2.597,,,,,,,,,,,153,6.451,0.000,,,
30,3,184,284.195,2.460,,,,,,,,,,,184,7.579,0.000,,,
30,4,,,,,,,,,,,,,,,,,,,
20,0,1349556,3492361,7883863,230286,2335070,2668753,4,43001.36,10027734,,729785,110723.7,403331.0,1349556,46737.17,13202.37,,,
20,1,302,540.304,1.819,,,,,,,,,,,302,11.896,0.000,,,
20,2,194,352.804,5.626,6,57.477,30.148,,,,,25,1.053,0.000,194,7.619,0.000,,,
20,3,312,512.779,1.074,,,,,,,,2,0.093,0.000,312,12.527,0.000,,,
20,4,97,121.766,1.924,,,,,,,,,,,97,4.525,0.001,,,
10,0,2652919,7226535,893583.4,659969,4789744,8014111,4,33290.37,387612.5,,1580590,416823.4,3370569,2652919,91828.71,39972.17,,,
10,1,75,104.117,0.770,,,,,,,,,,,75,3.124,0.000,,,
10,2,129,213.280,0.614,,,,,,,,,,,129,4.731,0.000,,,
10,3,,,,,,,,,,,,,,,,,,,
10,4,196,324.273,0.689,,,,,,,,,,,196,7.696,0.000,,,
5,0,2670559,7317111,899278.9,655855,4805733,2823223,6,37349.21,257207.8,,1603318,468903.8,1068608,2670559,93344.27,32949.33,,,
5,1,87,150.870,0.494,,,,,,,,,,,87,3.477,0.000,,,
5,2,281,420.440,0.571,,,,,,,,,,,281,11.384,0.000,,,
5,3,87,161.022,1.870,,,,,,,,,,,87,3.305,0.000,,,
5,4,19,33.092,5.016,,,,,,,,,,,19,0.972,0.001,,,
