RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.80,0.15,0:06.96,2,101184,1199,59
90,6.52,0.50,0:07.03,41086,112613,61942,41985
80,6.97,0.56,0:07.54,48676,114046,66729,49605
70,6.54,0.65,0:07.19,57398,112944,68596,59011
60,6.75,0.69,0:07.45,63828,134320,81184,65900
50,7.03,0.85,0:07.89,71164,229053,132546,89106
40,7.88,2.36,0:10.26,183676,875587,500628,526555
30,7.56,2.68,0:10.26,214885,890569,536060,586839
20,7.68,2.76,0:10.45,223309,882296,536151,586737
10,7.87,3.02,0:10.92,222974,1013967,565222,666328
5,8.24,4.30,0:12.58,289952,1412194,627111,1113869
