RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.47,0.10,0:03.57,0,100590,0,0
90,3.55,0.26,0:03.82,3081,145223,51445,45144
80,3.53,0.35,0:03.89,2590,157185,66391,53706
70,3.48,0.43,0:03.92,1978,164172,70641,62565
60,3.51,0.41,0:03.93,931,167407,70741,69025
50,3.53,0.52,0:04.06,5314,209974,94611,78601
40,3.96,1.83,0:05.82,25616,1221564,614809,295788
30,3.94,2.07,0:06.05,401,1382066,709105,769371
20,4.00,2.05,0:06.10,33,1382450,709099,775992
10,4.13,2.51,0:06.68,39852,1434207,742420,818776
5,4.24,3.25,0:07.54,48841,1858376,822004,1197295
