RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100882,0
90,153344,3131
80,165223,2643
70,173638,2031
60,175586,975
50,222726,5365
40,1264286,25670
30,1413368,458
20,1420762,82
10,1503848,39904
5,1937786,48895
