RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.60,0.87,0:06.47,428,678518,1645,589
90,5.66,0.90,0:06.56,30,689364,80198,13824
80,5.79,0.89,0:06.68,348,694187,155419,17486
70,5.67,1.11,0:06.78,681,696528,202702,27966
60,5.77,1.28,0:07.05,12867,709638,302247,68716
50,5.80,1.42,0:07.23,4908,721820,360994,135716
40,5.88,1.67,0:07.56,6613,737667,479220,293368
30,5.97,1.85,0:07.83,12490,739675,572594,441101
20,5.95,2.07,0:08.02,4309,739016,664834,584545
10,6.11,2.22,0:08.34,5197,741159,723582,732291
5,6.87,2.25,0:09.12,8709,751486,767236,802860
