RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.19,1.99,0:04.19,53526,733039,-49513645,60740
90,2.28,1.68,0:04.09,7,786558,-49797083,282433
80,2.30,1.68,0:04.11,7,786559,-50184455,283147
70,2.33,1.61,0:04.07,12,786562,-50622404,283826
60,2.36,2.52,0:05.25,47,995550,-51112049,499862
50,2.44,2.78,0:05.65,77,1048649,-51676572,552280
40,2.47,2.20,0:05.12,17,1048712,-52241985,562641
30,2.53,2.04,0:05.02,17,1048710,-52807578,562719
20,2.63,1.92,0:05.01,17,1048712,-53373168,562813
10,2.66,1.76,0:04.89,16,1048710,-53938760,562917
5,2.78,1.70,0:04.95,17,1048710,-54504354,562929
