RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99436,63393.47,6042.038,,,,,,,,,,
100,1,1126,883.504,0.253,,,,,,,,,,
100,2,535,697.555,2.162,,,,,,,,,,
100,3,992,1120.727,2.274,,,,,,,,,,
100,4,629,800.701,2.291,,,,,,,,,,
90,0,121264,378498.0,201873.3,17116,298792.4,12884.23,1,29381.93,0.000,,21698,909.240,50.347
90,1,26681,417262.6,15968.32,23118,396379.1,12375.89,,,,,25775,3220.784,355.775
90,2,289,457.739,3.501,,,,,,,,,,
90,3,1291,1555.541,1.920,,,,,,,,,,
90,4,982,1293.216,2.953,,,,,,,,,,
80,0,127638,448775.9,1450173,21435,362596.7,3636.625,3,90753.20,10366964,,27982,1203.918,110.031
80,1,31859,462692.0,53371.94,26300,439990.1,133967.4,,,,,30729,2544.827,193.097
80,2,586,929.970,1.698,,,,,,,,,,
80,3,1117,1358.735,2.866,,,,,,,,,,
80,4,898,1156.036,2.472,,,,,,,,,,
70,0,130309,503270.1,353623.5,25773,416007.3,6658.261,4,142213.4,154733372,,30781,1146.224,60.602
70,1,50963,542812.6,69276.00,32025,508183.7,9491.539,,,,,42100,4063.656,515.188
70,2,297,468.406,4.130,2,30.306,0.895,,,,,5,0.180,0.000
70,3,1667,1963.563,5.523,,,,,,,,,,
70,4,2224,2749.795,50.776,,,,,,,,,,
60,0,130574,549110.2,305941.7,29164,458151.7,168346.6,5,126470.9,38078530,,30904,1207.688,65.154
60,1,41128,544209.8,25674.55,33201,514126.3,7247.015,,,,,38473,2796.923,274.157
60,2,525,827.482,0.910,,,,,,,,,,
60,3,1207,1481.579,1.531,,,,,,,,,,
60,4,637,853.524,1.225,,,,,,,,,,
50,0,161311,619239.3,542906.8,32998,511726.8,10285.31,7,146258.2,96022914,,46528,2427.615,4992.517
50,1,89800,674131.0,256564.7,39512,617154.5,15847.10,,,,,64352,5907.319,7248.677
50,2,320,647.620,9.464,3,52.734,17.301,,,,,28,32.694,12.530
50,3,2569,3075.872,4.995,,,,,,,,,,
50,4,1040,1322.286,3.334,,,,,,,,,,
40,0,647179,1930666,655849.3,68434,1399565,192845.9,6,138858.1,85557517,,332638,139430.3,393069.4
40,1,539245,2036830,7133327,81882,1573566,3066289,,,,,328388,147119.7,1280793
40,2,704,1033.480,1.438,,,,,,,,,,
40,3,4498,5938.865,8.620,,,,,,,,,,
40,4,2079,2440.381,206.378,,,,,,,,,,
30,0,708950,3221566,4317920,120387,2344386,565405.5,5,99798.51,40203162,,422962,401866.4,634032.0
30,1,587969,3075470,11225007,113894,2246508,894279.1,,,,,407997,442368.7,1529719
30,2,772,1212.201,3.995,,,,,,,,,,
30,3,4837,6552.446,22.149,,,,,,,,,,
30,4,1537,2011.492,2.327,,,,,,,,,,
20,0,751482,3793791,7141150,144798,2759051,521427.3,6,95881.43,3983222,,459522,522957.6,1145409
20,1,629931,3323994,31466677,121471,2398054,527004.8,,,,,431432,502285.9,1037239
20,2,693,1035.285,0.814,,,,,,,,,,
20,3,2450,3247.306,6.990,,,,,,,,,,
20,4,523,640.383,1.715,,,,,,,,,,
10,0,752929,3689296,1311796832,140806,2687567,1960600,5,98341.24,611079.8,,458239,491260.7,1467115
10,1,629986,3312009,13310361,119296,2385316,435568.6,,,,,434122,503407.9,862656.8
10,2,582,1023.321,3.352,,,,,,,,,,
10,3,4639,6621.246,1631.031,3,57.614,63.799,,,,,7,0.353,0.000
10,4,1781,2281.070,2.368,,,,,,,,,,
5,0,763114,3882138,10877197,147297,2757067,535564.9,7,99929.30,2908189,,469735,596400.0,3868029
5,1,642710,3514879,5310772,125983,2461862,594319.5,,,,,448845,605307.2,1923171
5,2,1099,1771.665,5.050,,,,,,,,,,
5,3,5809,8314.925,83.115,,,,,,,,,,
5,4,3528,4381.715,7.800,3,49.655,12.701,,,,,10,17.705,13.294
