RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.05,1.05,0:08.12,86,678151,2815,1852
90,6.92,1.17,0:08.15,32,689362,98610,38608
80,6.97,1.17,0:08.16,26,689370,216337,40422
70,7.11,1.52,0:08.67,106,691204,423408,72322
60,7.17,2.33,0:09.57,17487,705998,703153,227068
50,7.22,2.83,0:10.36,13573,743569,1011404,490584
40,7.20,3.31,0:11.03,11799,806460,1313943,908669
30,7.48,3.98,0:12.53,26360,916260,1650114,1487804
20,7.59,3.78,0:13.01,1419,999394,1962953,1721815
10,7.70,3.44,0:12.37,4348,1006495,2032607,2017107
5,8.44,4.86,0:14.51,27464,1105445,2478020,2214063
