RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,101236,122535.9,8242.446,11,177.818,232.891,,,,6158.740
100,1,889,1481.545,1.894,,,,,,,
100,2,583,981.995,1.781,,,,,,,
100,3,762,1475.036,3.873,16,115.575,43.130,,,,
100,4,591,1086.837,4.519,20,109.495,0.997,,,,
90,0,150916,210792.8,87087.59,1279,8829.502,27.355,1,13555.79,0.000,46715.90
90,1,687,1389.814,5.632,16,119.114,53.122,,,,
90,2,726,1416.197,4.821,28,199.134,26.026,,,,
90,3,983,1762.081,3.986,,,,,,,
90,4,646,1142.561,2.079,,,,,,,
80,0,162172,230925.3,262582.5,1164,8971.345,40.750,3,43636.12,1346836,55329.45
80,1,1053,1953.974,2.086,,,,,,,
80,2,615,990.014,4.079,,,,,,,
80,3,1109,1859.600,1.748,,,,,,,
80,4,858,1485.039,3.065,,,,,,,
70,0,166581,238470.0,126115.8,648,5289.188,46.050,4,58918.88,2296495,62728.88
70,1,1129,2163.178,4.194,,,,,,,
70,2,1000,1770.186,2.869,6,51.570,26.336,,,,
70,3,866,1456.714,3.603,,,,,,,
70,4,1135,1884.586,2.663,,,,,,,
60,0,170183,250838.8,452581.9,393,3354.024,56.246,2,25175.31,4488706,68805.36
60,1,1185,2253.898,3.982,16,120.267,43.426,,,,
60,2,977,1660.147,2.785,,,,,,,
60,3,851,1509.933,3.386,,,,,,,
60,4,939,1524.426,1.923,,,,,,,
50,0,269853,357914.9,306158.4,5642,47416.84,897.139,2,18971.15,4013335,79715.66
50,1,1509,2673.324,2.380,8,83.200,86.309,,,,
50,2,769,1246.441,4.904,,,,,,,
50,3,678,1046.779,2.121,,,,,,,
50,4,600,916.754,1.691,,,,,,,
40,0,1042167,1210589,586671.8,2847,20780.95,73.842,2,26546.60,30666705,460966.3
40,1,900,1856.800,6.730,30,201.122,35.510,,,,
40,2,480,749.942,5.199,2,40.143,405.982,,,,
40,3,265,412.257,2.454,,,,,,,
40,4,489,727.529,0.938,,,,,,,
30,0,1103242,1405483,2495604,42,338.164,22.972,3,38051.05,31277210,583144.7
30,1,151,235.295,3.279,,,,,,,
30,2,582,889.241,0.688,,,,,,,
30,3,198,345.524,3.633,,,,,,,
30,4,265,407.415,1.796,,,,,,,
20,0,1104086,1413959,3522623,32,306.960,40.285,2,19398.49,108160.8,585049.3
20,1,433,863.340,5.824,16,118.211,51.755,,,,
20,2,214,577.647,15.319,29,242.113,33.407,,,,
20,3,263,383.457,7.398,2,40.861,418.327,,,,
20,4,211,347.146,2.195,,,,,,,
10,0,1188377,1873298,1203308,35946,400782.2,30757.72,4,28700.12,315100.2,590092.4
10,1,346,766.220,9.691,16,153.355,55.301,,,,
10,2,391,771.330,8.196,34,242.827,23.236,,,,
10,3,130,233.105,0.713,,,,,,,
10,4,151,325.606,14.007,8,79.593,102.351,,,,
5,0,1689892,2284630,14160458,13285,89471.30,9637.589,5,28535.79,285583.3,977707.9
5,1,528,925.871,1.030,,,,,,,
5,2,426,735.120,2.361,,,,,,,
5,3,164,236.204,1.403,,,,,,,
5,4,279,481.176,1.619,,,,,,,
