RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.76,0.18,0:06.95,11,101175,1169,53
90,6.68,0.24,0:06.93,1267,109645,51054,41636
80,6.52,0.32,0:06.85,1110,111846,61905,49274
70,6.88,0.31,0:07.20,570,109484,66822,58808
60,6.53,0.44,0:06.97,441,105994,67439,65567
50,6.69,0.50,0:07.20,3175,194788,113555,72530
40,7.48,1.31,0:08.80,10284,541165,501080,465695
30,7.48,1.45,0:08.93,28,532957,535661,580884
20,7.42,1.39,0:08.81,36,533080,535773,585185
10,7.25,1.85,0:09.12,24325,577845,559874,609806
5,7.16,2.55,0:09.72,28549,652733,628958,1084798
