RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.02,0.18,0:03.87,0,101094,0,0
90,7.44,0.37,0:04.19,131,103139,51377,40623
80,6.86,0.46,0:03.95,1284,102526,61988,50096
70,6.88,0.42,0:03.96,499,115439,73459,59896
60,7.44,0.44,0:04.25,354,110525,71192,65432
50,7.46,0.73,0:04.39,11770,237557,147008,83896
40,8.02,1.69,0:05.17,26032,490641,468521,420902
30,8.10,1.90,0:05.35,1676,525771,523957,560899
20,7.66,1.80,0:05.07,1492,534417,535312,582182
10,8.38,1.80,0:05.42,146,533315,535776,585247
5,10.41,3.26,0:07.25,265721,552071,554453,599793
