RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.55,1.13,0:08.71,98,678136,4296,2971
90,7.63,1.30,0:08.99,1996,687405,193102,66163
80,7.53,1.80,0:09.39,1876,689480,383374,69157
70,7.63,2.39,0:10.07,5106,693930,693921,130987
60,7.74,2.99,0:10.77,18660,691448,1013705,169041
50,7.70,5.90,0:13.94,70614,772020,1703239,879650
40,7.83,6.45,0:14.70,78616,896950,2179842,1562449
30,8.06,8.41,0:17.55,134915,1015855,2818241,2522294
20,8.23,9.81,0:19.77,147772,1081446,3354308,3192913
10,8.38,11.13,0:21.67,184915,1184508,3638425,3993422
5,9.12,11.31,0:22.38,202554,1355169,3790480,3665411
