RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.65,0.78,0:03.45,10,524422,20645,3510
90,2.83,6.09,0:11.63,50840,735725,2049148,1679057
80,3.02,6.70,0:12.43,50946,735619,2382649,1693287
70,3.16,7.41,0:13.24,50559,736019,2729919,1698437
60,3.44,13.08,0:19.55,94671,902416,4350462,3037701
50,3.49,15.07,0:21.75,104855,943873,5072680,3372315
40,3.56,15.89,0:22.60,105047,943686,5413734,3391708
30,3.74,16.37,0:23.31,105851,942882,5751850,3396864
20,4.10,16.53,0:23.83,104315,944418,6087515,3403293
10,3.93,177.80,3:02.74,148642,900092,7095404,3926808
5,3.64,106.98,1:50.96,183149,865587,4538835,3993699
