RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.99,0.08,0:01.61,0,100476,0,0
90,4.11,0.30,0:01.78,1101,140305,44239,41438
80,4.13,0.35,0:01.82,1786,150614,57166,51591
70,4.19,0.36,0:01.84,2681,162482,73449,63875
60,4.24,0.41,0:01.89,3945,168318,74634,72079
50,4.73,0.71,0:02.15,26442,209409,106834,101025
40,5.36,2.02,0:02.82,18038,909740,455804,440849
30,5.31,3.15,0:03.25,9025,1338100,687593,734358
20,5.26,3.16,0:03.27,283,1375653,705985,767800
10,5.46,3.26,0:03.39,182,1382528,709350,774971
5,5.81,3.83,0:03.97,4986,1391828,719377,784388
