RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99004,74997.53,19664.43,,,,,,,6145.436,,,
100,1,782,1143.304,144.321,,,,,,,485.444,,,
100,2,856,2246.425,726.153,,,,,,,1486.901,,,
100,3,326,368.693,3.259,,,,,,,,,,
100,4,70,89.000,0.485,,,,,,,,,,
90,0,110260,155992.2,156141.0,147,5965.454,2125.860,1,16291.06,0.000,25155.09,15521,38668.44,12505.20
90,1,15977,105106.1,27686.30,516,4661.910,32.025,,,,21377.09,22208,56579.91,4200.668
90,2,15854,92923.28,19011.05,438,3423.090,19.257,,,,21207.88,20793,46323.64,4106.357
90,3,1763,2031.596,6.767,15,120.273,18.469,,,,,15,0.649,0.000
90,4,1242,1842.405,3.475,29,234.195,15.298,,,,,32,1.388,0.000
80,0,114253,159959.0,339808.2,193,5555.363,2087.060,2,43310.92,56056249,27640.31,19317,36993.34,1914.677
80,1,17408,96926.77,41824.80,59,498.895,26.854,,,,21650.89,22631,51923.45,78854.57
80,2,21322,108811.9,19537.99,1534,16004.24,108.353,,,,22921.79,24054,45412.91,4581.317
80,3,651,966.847,2.982,,,,,,,,,,
80,4,1032,1476.011,4.273,32,252.985,15.473,,,,,32,1.290,0.000
70,0,117873,149457.7,107392.4,139,3845.846,3003.155,3,55907.68,3695997,30219.72,20796,19134.71,1632.792
70,1,21709,96973.36,20778.18,83,1069.720,105.728,,,,24431.50,26118,44052.71,5297.672
70,2,26410,114758.3,49301.38,2492,22281.96,141.184,,,,24233.65,27486,38364.10,4104.304
70,3,217,280.068,0.451,,,,,,,,,,
70,4,763,910.131,0.755,,,,,,,,,,
60,0,119787,155225.2,107557.7,74,3713.178,5817.677,4,64149.67,3147875,32807.93,22505,18295.59,1287.147
60,1,23976,103280.0,20444.73,148,1228.702,30.317,,,,26915.90,29281,45561.70,6802.827
60,2,28985,125892.2,34334.35,3753,30796.99,533.543,,,,25189.16,29696,38182.95,13512.26
60,3,590,567.116,0.993,,,,,,,,,,
60,4,1516,1633.277,4.922,1,11.189,0.000,,,,,1,0.058,0.000
50,0,137711,236346.7,316422.7,6944,69844.81,7287.733,4,53947.31,2651303,35339.03,31256,16074.20,2904.861
50,1,49592,210036.3,81776.77,9749,94885.38,11207.04,,,,31190.66,41667,37708.86,25412.52
50,2,48808,196168.7,68931.49,9757,88034.27,5799.726,,,,28438.20,40342,34189.93,5428.511
50,3,1001,1241.518,0.762,,,,,,,,,,
50,4,625,786.313,2.037,2,20.640,15.534,,,,,2,0.105,0.000
40,0,355346,718770.4,2366989,11566,210276.1,99689.37,3,61861.41,4843361,173236.6,150776,33756.83,11940.27
40,1,276435,560672.0,894624.4,2817,79811.98,1213.918,,,,181290.8,163941,52353.47,39281.18
40,2,296303,594187.9,2588736,3688,94732.63,12034.48,,,,187529.7,173925,52457.17,481472.2
40,3,2810,3252.486,14.277,,,,,,,,,,
40,4,1073,1428.379,1.757,,,,,,,,,,
30,0,534389,1050334,5278735,3524,140520.2,3320.719,4,63212.25,25167530,346739.6,260317,66401.98,72128.22
30,1,411422,892914.2,3508597,2399,94482.22,3282.282,,,,330382.7,235565,68087.17,50847.87
30,2,401957,914618.5,11751531,3102,136516.2,8769.797,,,,321999.1,230771,67254.40,103881.1
30,3,1453,2283.726,1.456,,,,,,,,,,
30,4,1402,1850.359,2.086,,,,,,,,,,
20,0,542548,1030940,6015959,182,5301.668,2705.184,4,66166.62,1748049,386425.4,276150,102993.8,184989.5
20,1,418482,903973.0,2556895,,,,,,,367431.2,241518,88251.50,348262.0
20,2,415607,903704.9,4006787,101,5788.016,986.893,,,,363001.5,240640,89313.40,87592.97
20,3,854,1254.700,4.555,16,113.604,1.757,,,,,16,0.731,0.000
20,4,2681,2767.814,11.261,,,,,,,,,,
10,0,545493,1052992,5412249,123,4716.324,3540.010,7,70448.10,3962868,404992.0,282033,107145.9,60038.66
10,1,418476,932629.0,3190297,,,,,,,392861.3,242218,93596.06,4026345
10,2,419476,941673.9,2838605,90,4111.414,1641.810,,,,394019.3,242749,92216.78,57541.23
10,3,1901,3045.184,1.518,,,,,,,,,,
10,4,3029,3894.943,30.483,16,122.153,2.206,,,,,16,0.724,0.000
5,0,551012,1532537,133707.8,2035,61330.53,1251.439,28,67195.21,361668.3,477288.6,333724,462456.1,552195.5
5,1,423238,1367668,3464062,1532,47663.68,1086.138,,,,445473.9,291766,436520.5,2260154
5,2,423121,1374576,3821434,1419,39949.17,727.014,,,,435591.5,294043,466202.9,594500.0
5,3,1284,1672.805,0.866,,,,,,,,,,
5,4,686,915.511,0.888,,,,,,,,,,
