RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.53,1.13,0:03.66,2209,646534,125673,3119
90,2.42,1.76,0:04.19,7,527556,386574,266601
80,2.43,1.85,0:04.29,7,528094,449856,267029
70,2.47,1.85,0:04.33,12,528607,493061,267325
60,2.55,2.18,0:04.74,265,529132,534085,477780
50,2.49,2.25,0:04.75,229,529821,534573,528950
40,2.53,2.30,0:04.84,18,529658,534609,531528
30,2.38,2.30,0:04.69,18,529659,534611,531531
20,2.70,2.08,0:04.78,18,529659,534609,531529
10,2.54,2.01,0:04.55,18,529659,534591,531512
5,2.70,1.95,0:04.65,18,529659,534610,531532
