RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,631317,821730.1,732305.1,2916,19303.95,5.101,,,,39186.71
100,1,284,675.413,19.420,18,171.489,98.303,,,,
100,2,446,719.510,1.994,,,,,,,
100,3,412,668.258,1.529,,,,,,,
100,4,668,1166.104,4.973,,,,,,,
90,0,786492,1131879,3022699,7,72.011,65.053,10,209614.7,32506346,297978.6
90,1,545,1106.784,5.446,16,116.074,45.651,,,,
90,2,469,977.559,7.126,33,234.348,28.627,,,,
90,3,596,994.243,2.919,2,37.360,329.628,,,,
90,4,324,499.981,2.515,,,,,,,
80,0,786499,1140793,6722677,8,76.509,78.073,13,287973.4,83907218,296554.4
80,1,245,434.562,1.246,,,,,,,
80,2,269,472.619,4.715,,,,,,,
80,3,396,772.955,10.395,8,75.794,76.957,,,,
80,4,289,459.415,1.376,,,,,,,
70,0,786648,1168604,2681045,43,305.520,28.854,12,266814.4,155832730,305972.2
70,1,293,495.593,2.413,,,,,,,
70,2,337,607.024,1.696,,,,,,,
70,3,295,492.164,3.715,,,,,,,
70,4,430,829.923,6.667,16,124.090,63.933,,,,
60,0,995293,1460563,5944234,55,359.096,18.795,12,380957.1,727691720,457667.8
60,1,307,587.166,1.356,,,,,,,
60,2,1078,1821.414,1.508,,,,,,,
60,3,496,814.278,1.967,,,,,,,
60,4,249,427.873,1.391,,,,,,,
50,0,1048736,1557804,839417.6,65,455.966,10.778,14,274143.2,106884140,513538.2
50,1,491,841.191,1.464,,,,,,,
50,2,211,319.258,1.576,,,,,,,
50,3,158,278.308,3.161,,,,,,,
50,4,259,557.790,9.765,31,214.395,27.644,,,,
40,0,1048762,1578792,1459512,17,157.830,55.950,10,189541.9,41956265,519239.7
40,1,197,398.209,3.599,,,,,,,
40,2,442,764.505,0.854,,,,,,,
40,3,357,644.433,5.234,,,,,,,
40,4,263,375.234,0.678,,,,,,,
30,0,1048768,1573910,1608983,17,144.032,35.388,8,123017.4,44984659,517063.9
30,1,302,661.570,11.230,16,136.666,65.922,,,,
30,2,274,453.217,3.238,,,,,,,
30,3,192,294.603,0.933,,,,,,,
30,4,133,227.077,2.844,,,,,,,
20,0,1048651,1612899,1220210,17,167.823,76.391,3,38869.81,10275237,500080.4
20,1,331,609.389,3.274,,,,,,,
20,2,77,135.500,2.062,,,,,,,
20,3,9,27.376,2.502,,,,,,,
20,4,204,360.847,1.352,,,,,,,
10,0,1048673,1638411,3558927,17,117.251,4.950,2,17760.79,171127.7,502144.0
10,1,248,486.470,9.287,14,112.891,73.737,,,,
10,2,258,615.527,4.620,35,200.186,0.761,,,,
10,3,401,687.323,4.303,2,39.917,392.588,,,,
10,4,44,52.479,6.324,,,,,,,
5,0,1048712,1639508,3632215,17,126.433,10.211,1,3779.624,0.000,510923.2
5,1,160,262.173,1.702,,,,,,,
5,2,296,567.870,7.120,16,120.725,47.717,,,,
5,3,486,798.604,1.188,,,,,,,
5,4,73,60.810,0.831,,,,,,,
